item,category_id,category_name
حليب بالفهوة,8,Dairy & Cheese
حليب رايب,8,Dairy & Cheese
حليب ساخن,8,Dairy & Cheese
حليب طازج,8,Dairy & Cheese
حليب علب,8,Dairy & Cheese
حليب علب لتر,8,Dairy & Cheese
حليب علبة,8,Dairy & Cheese
حليب غ,8,Dairy & Cheese
حليب غبرة,8,Dairy & Cheese
حليب لبن,8,Dairy & Cheese
حليب مبستر,8,Dairy & Cheese
حليب معقم,8,Dairy & Cheese
حليب و لبن,8,Dairy & Cheese
حليب و مشتقاته,8,Dairy & Cheese
حليب(كوب),8,Dairy & Cheese
حليب(لبن),8,Dairy & Cheese
حليب.لبن,8,Dairy & Cheese
حليب/ لبن,8,Dairy & Cheese
حليب/لبن,8,Dairy & Cheese
حليب40غ,8,Dairy & Cheese
خبز / ياغورت / ماء,8,Dairy & Cheese
خبز ماء ياغورت معطر,8,Dairy & Cheese
خبز/ياغورت/ماء,8,Dairy & Cheese
شكلاطة بدرة بالحليب,8,Dairy & Cheese
علبة حليب,8,Dairy & Cheese
علبة حليب لتر,8,Dairy & Cheese
علبة ياغورت,8,Dairy & Cheese
قشدة,8,Dairy & Cheese
قشدة أو ياغورت معطر,8,Dairy & Cheese
قشدة او ياغورت,8,Dairy & Cheese
قشدة تحليلية,8,Dairy & Cheese
قشدة كراميل,8,Dairy & Cheese
قشدة محلاة,8,Dairy & Cheese
قشدة نحلية,8,Dairy & Cheese
قشدة/ياوورت,8,Dairy & Cheese
قھوة حليب,8,Dairy & Cheese
قھوھ حليب,8,Dairy & Cheese
كأس حليب,8,Dairy & Cheese
كأس حليب بالشكولاطة,8,Dairy & Cheese
كأس حليب بالشوكولاطة,8,Dairy & Cheese
كاس حليب,8,Dairy & Cheese
كاس حليب بالشكولاطة,8,Dairy & Cheese
كاس حليب بالشوكولاطة,8,Dairy & Cheese
كرام ديسار,8,Dairy & Cheese
كرام ديسار /ياغورت,8,Dairy & Cheese
كرام ديسار أو ممزوج,8,Dairy & Cheese
كرام ديسار أو ياغورت,8,Dairy & Cheese
كرام ديسار أو ياغورت عادي,8,Dairy & Cheese
كرام ديسار او ياغورت,8,Dairy & Cheese
كرام ديسار(1علبة),8,Dairy & Cheese
كرام ديسار/ ياغورت,8,Dairy & Cheese
كرام ديسار/ياغورت,8,Dairy & Cheese
كريم ديسار,8,Dairy & Cheese
كريم ديسار (1علبة),8,Dairy & Cheese
كريم ديسار أو أو ياغورت,8,Dairy & Cheese
كريم ديسار أو ياغورت,8,Dairy & Cheese
كريم ديسار أو ياورت,8,Dairy & Cheese
كريم ديسار(1علبة),8,Dairy & Cheese
كريم ديسار/ياغورت,8,Dairy & Cheese
كريم ديسير,8,Dairy & Cheese
كريم محلى قشدة,8,Dairy & Cheese
كريمة,8,Dairy & Cheese
كريمة قشدية,8,Dairy & Cheese
كوب حليب,8,Dairy & Cheese
كوب حليب - حريرة,8,Dairy & Cheese
كوب حليب/لبن,8,Dairy & Cheese
كوب لبن,8,Dairy & Cheese
لبن,8,Dairy & Cheese
لبن أو حليب,8,Dairy & Cheese
لبن .حليب,8,Dairy & Cheese
لبن / حليب علب لتر,8,Dairy & Cheese
لبن / حليب لتر,8,Dairy & Cheese
لبن / رايب,8,Dairy & Cheese
لبن /رايب,8,Dairy & Cheese
لبن أو رايب,8,Dairy & Cheese
لبن او حليب,8,Dairy & Cheese
لبن او رايب,8,Dairy & Cheese
لبن حسب الطلب,8,Dairy & Cheese
لبن حسب الطلب في حدود,8,Dairy & Cheese
لبن حليب,8,Dairy & Cheese
لبن علب,8,Dairy & Cheese
لبن في حدود الطلب,8,Dairy & Cheese
لبن قارورة,8,Dairy & Cheese
لبن/ حليب,8,Dairy & Cheese
لبن/حليب,8,Dairy & Cheese
لبن/رايب,8,Dairy & Cheese
مشتقات الحليب,8,Dairy & Cheese
منتجات الحليب,8,Dairy & Cheese
منتجات الحليب علبة,8,Dairy & Cheese
ياؤورت,8,Dairy & Cheese
ياؤورت (1علبة),8,Dairy & Cheese
ياؤورت / كريم ديسير,8,Dairy & Cheese
ياؤورت فلون,8,Dairy & Cheese
ياؤورت قارورات,8,Dairy & Cheese
ياؤورت قارورة,8,Dairy & Cheese
ياؤورت معطر,8,Dairy & Cheese
ياؤورت معطر / قشدة,8,Dairy & Cheese
ياؤورت ممزوج,8,Dairy & Cheese
ياعورت,8,Dairy & Cheese
ياغورت,8,Dairy & Cheese
ياغورت معطر,8,Dairy & Cheese
ياغورت (كريمة/معطر),8,Dairy & Cheese
ياغورت / كريم ديسار,8,Dairy & Cheese
ياغورت أو أو كريم ديسار,8,Dairy & Cheese
ياغورت او قشدة,8,Dairy & Cheese
ياغورت او كرام ديسار,8,Dairy & Cheese
ياغورت بالغواكه,8,Dairy & Cheese
ياغورت بالفاكھة,8,Dairy & Cheese
ياغورت عادي,8,Dairy & Cheese
ياغورت فروتي,8,Dairy & Cheese
ياغورت قارورة,8,Dairy & Cheese
ياغورت قشدة,8,Dairy & Cheese
ياغورت قشطة(وحدة),8,Dairy & Cheese
ياغورت كريمة,8,Dairy & Cheese
ياغورت كريمة علبة واحدة,8,Dairy & Cheese
ياغورت كريمة/معطر,8,Dairy & Cheese
ياغورت م/ك,8,Dairy & Cheese
ياغورت معطر / ماء,8,Dairy & Cheese
ياغورت معطر أو قشدة,8,Dairy & Cheese
ياغورت معطر او قشدة,8,Dairy & Cheese
ياغورت معطر علبة واحدة,8,Dairy & Cheese
ياغورت معطر/ ممزوج,8,Dairy & Cheese
ياغورت معطر/ماء,8,Dairy & Cheese
ياغورت ممزوج,8,Dairy & Cheese
ياغورت منكه,8,Dairy & Cheese
ياغورت(قشطة),8,Dairy & Cheese
ياغورت(معطر),8,Dairy & Cheese
ياغورت/قشدة,8,Dairy & Cheese
ياغورت/كرام ديسار,8,Dairy & Cheese
ياغورت/كريم ديسار,8,Dairy & Cheese
ياغورت100غ,8,Dairy & Cheese
ياغورث كريمة,8,Dairy & Cheese
ياغوورت,8,Dairy & Cheese
ياغوورت قارورة,8,Dairy & Cheese
ياغوورت معطر,8,Dairy & Cheese
ياقورت,8,Dairy & Cheese
ياقورت معطرة,8,Dairy & Cheese
ياوورت,8,Dairy & Cheese
ياوورت / قشدة,8,Dairy & Cheese
ياوورت أو بيض مغلي,8,Dairy & Cheese
ياوورت علب,8,Dairy & Cheese
ياوورت قارورة,8,Dairy & Cheese
ياوورت قشطة,8,Dairy & Cheese
ياوورت كريمة,8,Dairy & Cheese
ياوورت معطر,8,Dairy & Cheese
ياوورت ممزوج,8,Dairy & Cheese
ياوورث,8,Dairy & Cheese
ياوورث معطر,8,Dairy & Cheese
ياوورث ممزوج,8,Dairy & Cheese
يايورت قشدة,8,Dairy & Cheese
يغورت كريمة,8,Dairy & Cheese
Salade,9,Vegetables & Salads
Salade Variée,9,Vegetables & Salads
Salade de bettrave,9,Vegetables & Salads
Salade riche,9,Vegetables & Salads
Salade variée,9,Vegetables & Salads
Salade verte,9,Vegetables & Salads
salade variée,9,Vegetables & Salads
salade verte,9,Vegetables & Salads
أردوف خضروات,9,Vegetables & Salads
أردوف شمندر,9,Vegetables & Salads
أوردافر,9,Vegetables & Salads
أوردوفر,9,Vegetables & Salads
الافطار: سلطة متنوعة,9,Vegetables & Salads
الدرة,9,Vegetables & Salads
الذرة,9,Vegetables & Salads
الفطريات,9,Vegetables & Salads
اوردافر,9,Vegetables & Salads
باذنجان,9,Vegetables & Salads
بسباس,9,Vegetables & Salads
بيطراف,9,Vegetables & Salads
جزر,9,Vegetables & Salads
جزر فيشي,9,Vegetables & Salads
جزر مشرملة,9,Vegetables & Salads
جزر مفروم,9,Vegetables & Salads
حسب الطلب) سلطة متنوعة,9,Vegetables & Salads
حميس أو فلفل مقلي,9,Vegetables & Salads
حميص أو فلفل مقلي,9,Vegetables & Salads
خس,9,Vegetables & Salads
خضار,9,Vegetables & Salads
خضار سوتي,9,Vegetables & Salads
خضار سوتيه,9,Vegetables & Salads
خضار متنوعة,9,Vegetables & Salads
خضار محشية,9,Vegetables & Salads
خضار مقلية,9,Vegetables & Salads
خضر,9,Vegetables & Salads
خضر صوتي,9,Vegetables & Salads
خضر متنوعة,9,Vegetables & Salads
خضر محشية,9,Vegetables & Salads
خضر مشكلة,9,Vegetables & Salads
خضروات,9,Vegetables & Salads
خيار,9,Vegetables & Salads
دولما بالخضار,9,Vegetables & Salads
زيتون أخضر,9,Vegetables & Salads
زيتون أخضر بدون نواة,9,Vegetables & Salads
زيتون اخضر,9,Vegetables & Salads
س . طماطم,9,Vegetables & Salads
س طماطم,9,Vegetables & Salads
س. طماطم,9,Vegetables & Salads
سلاطة,9,Vegetables & Salads
سلاطة جزائرية,9,Vegetables & Salads
سلاطة ماسيدوان,9,Vegetables & Salads
سلاطة متنوعة,9,Vegetables & Salads
سلاطة (ماسيدوان),9,Vegetables & Salads
سلاطة .م,9,Vegetables & Salads
سلاطة أردوف,9,Vegetables & Salads
سلاطة أوردافر,9,Vegetables & Salads
سلاطة الجزر والشمندر(جزر),9,Vegetables & Salads
سلاطة الخس,9,Vegetables & Salads
سلاطة الشمندر,9,Vegetables & Salads
سلاطة المتنوعة,9,Vegetables & Salads
سلاطة اورداف,9,Vegetables & Salads
سلاطة اوردافر,9,Vegetables & Salads
سلاطة بالخضار متنوعة,9,Vegetables & Salads
سلاطة بالعجاىن,9,Vegetables & Salads
سلاطة بسباس,9,Vegetables & Salads
سلاطة بسباس متنوعة,9,Vegetables & Salads
سلاطة بسباس(بسباس),9,Vegetables & Salads
سلاطة بطراف,9,Vegetables & Salads
سلاطة بيطراف,9,Vegetables & Salads
سلاطة بيطراف بالمعدنوس و الثوم,9,Vegetables & Salads
سلاطة بيطراف متنوعة,9,Vegetables & Salads
سلاطة تنوعة,9,Vegetables & Salads
سلاطة جزاءرية,9,Vegetables & Salads
سلاطة جزائريه,9,Vegetables & Salads
سلاطة جزارية,9,Vegetables & Salads
سلاطة جزاىرية,9,Vegetables & Salads
سلاطة جزايرية,9,Vegetables & Salads
سلاطة جزر متنوعة,9,Vegetables & Salads
سلاطة جزر و الشمندر المبشور,9,Vegetables & Salads
سلاطة جزر و شمندر,9,Vegetables & Salads
سلاطة جزر و شمندر مبشور,9,Vegetables & Salads
سلاطة حص,9,Vegetables & Salads
سلاطة خ,9,Vegetables & Salads
سلاطة خاصة,9,Vegetables & Salads
سلاطة خس,9,Vegetables & Salads
سلاطة خس أو متنوعة,9,Vegetables & Salads
سلاطة خص,9,Vegetables & Salads
سلاطة خصراء,9,Vegetables & Salads
سلاطة خضر,9,Vegetables & Salads
سلاطة خضراء,9,Vegetables & Salads
سلاطة خضراء متنوعة,9,Vegetables & Salads
سلاطة خضراء مشكلة,9,Vegetables & Salads
سلاطة خضراء(خس),9,Vegetables & Salads
سلاطة شمندر,9,Vegetables & Salads
سلاطة شمندر (أردوف),9,Vegetables & Salads
سلاطة شمندر متنوعة,9,Vegetables & Salads
سلاطة طماطم,9,Vegetables & Salads
سلاطة كرمب,9,Vegetables & Salads
سلاطة كرنب,9,Vegetables & Salads
سلاطة كرنب متنوعة,9,Vegetables & Salads
سلاطة كروم,9,Vegetables & Salads
سلاطة م,9,Vegetables & Salads
سلاطة ماسبدوان,9,Vegetables & Salads
سلاطة ماسدوان,9,Vegetables & Salads
سلاطة مانوعة,9,Vegetables & Salads
سلاطة متنوع,9,Vegetables & Salads
سلاطة متنوعة (خس),9,Vegetables & Salads
سلاطة متنوعة /بطراف,9,Vegetables & Salads
سلاطة متنوعة :سلطة,9,Vegetables & Salads
سلاطة متنوعة او خس,9,Vegetables & Salads
سلاطة متنوعة خضراء,9,Vegetables & Salads
سلاطة متنوعة( خضر),9,Vegetables & Salads
سلاطة متنوعة( سلاطة خضراء),9,Vegetables & Salads
سلاطة متنوعة(بسباس),9,Vegetables & Salads
سلاطة متنوعة(بطراف),9,Vegetables & Salads
سلاطة متنوعة(خس),9,Vegetables & Salads
سلاطة متنوعة(خضر),9,Vegetables & Salads
سلاطة متنوعة(سلاطة خضراء),9,Vegetables & Salads
سلاطة متنوعة(سلطة),9,Vegetables & Salads
سلاطة متنوعة(طماطم),9,Vegetables & Salads
سلاطة متنوعة01,9,Vegetables & Salads
سلاطة متنوعة02,9,Vegetables & Salads
سلاطة متنوعة1,9,Vegetables & Salads
سلاطة متنوعة2,9,Vegetables & Salads
سلاطة متنوعه,9,Vegetables & Salads
سلاطة متوعة,9,Vegetables & Salads
سلاطة مجموع المكونات,9,Vegetables & Salads
سلاطة مسيدوان,9,Vegetables & Salads
سلاطة مشكلة,9,Vegetables & Salads
سلاطة مقدونية,9,Vegetables & Salads
سلاطة منتوعة,9,Vegetables & Salads
سلاطة.م,9,Vegetables & Salads
سلاطة2,9,Vegetables & Salads
سلاطةمتنوعة,9,Vegetables & Salads
سلط متنوعة,9,Vegetables & Salads
سلطة,9,Vegetables & Salads
سلطة مشكلة ( بالمكونات),9,Vegetables & Salads
سلطة جزائرية,9,Vegetables & Salads
سلطة شمندر,9,Vegetables & Salads
سلطة متنوعة,9,Vegetables & Salads
سلطة (بيطراف),9,Vegetables & Salads
سلطة أردوف,9,Vegetables & Salads
سلطة أوردوفر,9,Vegetables & Salads
سلطة الجزر والشمندر(جزر),9,Vegetables & Salads
سلطة الخس,9,Vegetables & Salads
سلطة الخيار,9,Vegetables & Salads
سلطة الشمندر,9,Vegetables & Salads
سلطة الشمندر الأحمر,9,Vegetables & Salads
سلطة الشمندر الاحمر,9,Vegetables & Salads
سلطة الشمندر و الجزر,9,Vegetables & Salads
سلطة الشمندر والجزر,9,Vegetables & Salads
سلطة الطماطم,9,Vegetables & Salads
سلطة القارنون,9,Vegetables & Salads
سلطة الكرنب,9,Vegetables & Salads
سلطة اوردافر,9,Vegetables & Salads
سلطة اوردوفر,9,Vegetables & Salads
سلطة باردة,9,Vegetables & Salads
سلطة بالخضار,9,Vegetables & Salads
سلطة بالخضار متنوعة,9,Vegetables & Salads
سلطة بسباس,9,Vegetables & Salads
سلطة بسباس متنوعة,9,Vegetables & Salads
سلطة بسباس وزيتون,9,Vegetables & Salads
سلطة بطراف,9,Vegetables & Salads
سلطة بيتراف,9,Vegetables & Salads
سلطة بيطراف,9,Vegetables & Salads
سلطة بيطراف ( بيطراف),9,Vegetables & Salads
سلطة بيطراف بالمعدنوس و الثوم,9,Vegetables & Salads
سلطة تنوعة,9,Vegetables & Salads
سلطة تورصادي,9,Vegetables & Salads
سلطة جزائرية ( زيتون),9,Vegetables & Salads
سلطة جزائرية (زيتون),9,Vegetables & Salads
سلطة جزائرية150غ,9,Vegetables & Salads
سلطة جزائريه,9,Vegetables & Salads
سلطة جزارية,9,Vegetables & Salads
سلطة جزاىرية,9,Vegetables & Salads
سلطة جزر,9,Vegetables & Salads
سلطة جزر مبشور / شمندر مبشور / شرائح طماطم / زيتون أخضر,9,Vegetables & Salads
سلطة جزر مبشور / شمندر مبشور / شرائح طماطم/زيتون أخضر,9,Vegetables & Salads
سلطة جزر مبشور و شمندر مبشور و طماطم و زيتون اخضر,9,Vegetables & Salads
سلطة جزر و الشمندر,9,Vegetables & Salads
سلطة جزر و شمندر مبشور,9,Vegetables & Salads
سلطة جزر:كرم,9,Vegetables & Salads
سلطة حشيش,9,Vegetables & Salads
سلطة خس,9,Vegetables & Salads
سلطة خس بالزيتون,9,Vegetables & Salads
سلطة خس بالزيتون الأسود,9,Vegetables & Salads
سلطة خس بالزيتون الاسود,9,Vegetables & Salads
سلطة خس بالزيتون والطماطم,9,Vegetables & Salads
سلطة خص,9,Vegetables & Salads
سلطة خصراء,9,Vegetables & Salads
سلطة خضار,9,Vegetables & Salads
سلطة خضار مسلوقة,9,Vegetables & Salads
سلطة خضر,9,Vegetables & Salads
سلطة خضراء,9,Vegetables & Salads
سلطة خضراء (زيتون),9,Vegetables & Salads
سلطة خضراء مع الجزر و الشمندر,9,Vegetables & Salads
سلطة خضراء وخضار مبشورة,9,Vegetables & Salads
سلطة خضراء(خس),9,Vegetables & Salads
سلطة خيار,9,Vegetables & Salads
سلطة شمدر,9,Vegetables & Salads
سلطة شمندر أحمر,9,Vegetables & Salads
سلطة شمندر احمر,9,Vegetables & Salads
سلطة شمندر و جزر,9,Vegetables & Salads
سلطة طماطم,9,Vegetables & Salads
سلطة قرنبيط,9,Vegetables & Salads
سلطة كتنوعة,9,Vegetables & Salads
سلطة كرم,9,Vegetables & Salads
سلطة كرمب,9,Vegetables & Salads
سلطة كرنب,9,Vegetables & Salads
سلطة م,9,Vegetables & Salads
سلطة ماسدوان,9,Vegetables & Salads
سلطة ماسيدوان,9,Vegetables & Salads
سلطة ماسيدوان متنوعة,9,Vegetables & Salads
سلطة ماسيدوان مع الذرة,9,Vegetables & Salads
سلطة متتوعة,9,Vegetables & Salads
سلطة متموعة,9,Vegetables & Salads
سلطة متنعة,9,Vegetables & Salads
سلطة متنو عة,9,Vegetables & Salads
سلطة متنوعة ( بيطراف),9,Vegetables & Salads
سلطة متنوعة ( بيطراف مفروم),9,Vegetables & Salads
سلطة متنوعة ( خيار),9,Vegetables & Salads
سلطة متنوعة ( جزر. طماطم .بسباس .بيطراف .زيتون),9,Vegetables & Salads
سلطة متنوعة ( خس أخضر جزر. طماطم بسباس.زيتون),9,Vegetables & Salads
سلطة متنوعة ( سلطة خضراء),9,Vegetables & Salads
سلطة متنوعة (بصل),9,Vegetables & Salads
سلطة متنوعة (جزر),9,Vegetables & Salads
سلطة متنوعة (جزر. طماطم.بسباس.خيار.زيتون),9,Vegetables & Salads
سلطة متنوعة (جزر.طماطم.بسباس.بيطراف.زيتون),9,Vegetables & Salads
سلطة متنوعة (جزر.طماطم.بسباس.خيار.زيتون),9,Vegetables & Salads
سلطة متنوعة (جزر.طماطم.خيار.بيطراف.زيتون),9,Vegetables & Salads
سلطة متنوعة (حسب الطلب),9,Vegetables & Salads
سلطة متنوعة (خس أخضر. جزر. طماطم بسباس .زيتون),9,Vegetables & Salads
سلطة متنوعة (خس أخضر. جزر. طماطم بسباس..زيتون),9,Vegetables & Salads
سلطة متنوعة (خس أخضر. جزر. طماطم بسباس.زيتون),9,Vegetables & Salads
سلطة متنوعة (خس اخضر.جزر.طماطم.بسباس..زيتون),9,Vegetables & Salads
سلطة متنوعة (خس اخضر.جزر.طماطم.بسباس.زيتون),9,Vegetables & Salads
سلطة متنوعة (طماطم-خيار-جزر-زيتون),9,Vegetables & Salads
سلطة متنوعة بالماسيدوان,9,Vegetables & Salads
سلطة متنوعة جزائرية,9,Vegetables & Salads
سلطة متنوعة حسب الطلب,9,Vegetables & Salads
سلطة متنوعة ماسيدوان,9,Vegetables & Salads
سلطة متنوعة 🥗,9,Vegetables & Salads
سلطة متنوعة( بالمكونات),9,Vegetables & Salads
سلطة متنوعة( طماطم.شمندر.جزر.خيار.زيتون اسود),9,Vegetables & Salads
سلطة متنوعة(جزر طماطم بسباس خيار زيتون),9,Vegetables & Salads
سلطة متنوعة(خس),9,Vegetables & Salads
سلطة متنوعة(سلطة),9,Vegetables & Salads
سلطة متنوعة(طماطم),9,Vegetables & Salads
سلطة متنوعة(طماطم -خيار-جزر-زيتون-شمندر),9,Vegetables & Salads
سلطة متنوعة)جزر,9,Vegetables & Salads
سلطة متنوعة/سلطة الخس,9,Vegetables & Salads
سلطة متنوعة/سلطة كرنب,9,Vegetables & Salads
سلطة متنوعة/سلطةالخس,9,Vegetables & Salads
سلطة متنوعة02,9,Vegetables & Salads
سلطة متنوعة1,9,Vegetables & Salads
سلطة متنوعة2,9,Vegetables & Salads
سلطة متنوعة: جزر,9,Vegetables & Salads
سلطة متنوعة: خس,9,Vegetables & Salads
سلطة متنوعة: كرم,9,Vegetables & Salads
سلطة متنوعة:جزر,9,Vegetables & Salads
سلطة متنوعة:خس,9,Vegetables & Salads
سلطة متنوعة:خيار,9,Vegetables & Salads
سلطة متنوعة:طماطم,9,Vegetables & Salads
سلطة متنوعة:طماطم حب,9,Vegetables & Salads
سلطة متنوعة:كرم,9,Vegetables & Salads
سلطة متنوعه,9,Vegetables & Salads
سلطة متوعة,9,Vegetables & Salads
سلطة مسيدوان,9,Vegetables & Salads
سلطة مشكلة,9,Vegetables & Salads
سلطة مشكلة( بالمكونات),9,Vegetables & Salads
سلطة مشويات (فلفل),9,Vegetables & Salads
سلطة مشوية,9,Vegetables & Salads
سلطة مقدونية,9,Vegetables & Salads
سلطة منوعة,9,Vegetables & Salads
سلطة 🥗 متنوعة,9,Vegetables & Salads
سلطة. متنوعة,9,Vegetables & Salads
سلطة.م,9,Vegetables & Salads
سلطة: بسباس,9,Vegetables & Salads
سلطة: جزر,9,Vegetables & Salads
سلطة: خيار,9,Vegetables & Salads
سلطة: شمندر,9,Vegetables & Salads
سلطةجزائرية,9,Vegetables & Salads
سلطةجزائرية (بصل),9,Vegetables & Salads
سلطةمتنوعة,9,Vegetables & Salads
سلطـة متنوعـة,9,Vegetables & Salads
سلطـــة متنوعــــة,9,Vegetables & Salads
سلطنة متنوعة,9,Vegetables & Salads
سلطه جزائريه,9,Vegetables & Salads
سلطه ماسيدوان,9,Vegetables & Salads
سلطه متنوعه,9,Vegetables & Salads
سلطو متنوعة,9,Vegetables & Salads
سوفلي أو خضار مقلية,9,Vegetables & Salads
سوفلي او خضار مقلية,9,Vegetables & Salads
شرائح الزيتون بالفطر,9,Vegetables & Salads
شرائح الزيتون و الفطر,9,Vegetables & Salads
شربـة خضار,9,Vegetables & Salads
شربـــــــة خضار,9,Vegetables & Salads
شكشوكا فلفلة,9,Vegetables & Salads
شمندر,9,Vegetables & Salads
شمندر أحمر,9,Vegetables & Salads
شوفلور,9,Vegetables & Salads
شوفلور مقلي,9,Vegetables & Salads
طبق الخضار,9,Vegetables & Salads
طبق الفلفل,9,Vegetables & Salads
طبق بالفرن بخضر متنوعة,9,Vegetables & Salads
طرشي,9,Vegetables & Salads
طماطم,9,Vegetables & Salads
طماطم جزر,9,Vegetables & Salads
طماطم حب,9,Vegetables & Salads
طماطم وزيتون,9,Vegetables & Salads
عصيدة الخضر,9,Vegetables & Salads
عين سبنيولية مع صوص بلونش و زيتون و فطر,9,Vegetables & Salads
غراتة خضر بالجبن,9,Vegetables & Salads
غراتن بسباس,9,Vegetables & Salads
غراطن خضر,9,Vegetables & Salads
غراطن خضر بالحم,9,Vegetables & Salads
غرتان الشوفلور,9,Vegetables & Salads
فاصوليا خضراء,9,Vegetables & Salads
فطر,9,Vegetables & Salads
فطر بلحم العجل قطع,9,Vegetables & Salads
فلفل,9,Vegetables & Salads
فلفل / شوفلور,9,Vegetables & Salads
فلفل أخضر,9,Vegetables & Salads
فلفل أخضر وزيتون,9,Vegetables & Salads
فلفل اخضر,9,Vegetables & Salads
فلفل محشي,9,Vegetables & Salads
فلفل مقلي,9,Vegetables & Salads
فلفل و كورجات محشي,9,Vegetables & Salads
فلفلة,9,Vegetables & Salads
فلفلة شكشوكا,9,Vegetables & Salads
قراتا خضر,9,Vegetables & Salads
قراتة بالخضر,9,Vegetables & Salads
قرعة,9,Vegetables & Salads
قرنبيط,9,Vegetables & Salads
ماسيدوان,9,Vegetables & Salads
ماسيدوان متنوعة,9,Vegetables & Salads
ماسيدوان)سلاطة,9,Vegetables & Salads
محشي بالخضر,9,Vegetables & Salads
محشي كرم أخضر,9,Vegetables & Salads
ملفوف أخضر,9,Vegetables & Salads
Chorba,10,Soups & Broths
Hrira,10,Soups & Broths
الحساء,10,Soups & Broths
الخضر بالمرق,10,Soups & Broths
الشوربة,10,Soups & Broths
المرق,10,Soups & Broths
بروكلو مرق,10,Soups & Broths
بطاطا بالمرق,10,Soups & Broths
بطاطا مرحية بالمرق,10,Soups & Broths
بطاطا مقلية بمرق الزيتون,10,Soups & Broths
حريرة,10,Soups & Broths
حريرة (حساء),10,Soups & Broths
حريرة أو شوربة,10,Soups & Broths
حريرة اوشربة,10,Soups & Broths
حريرة اوشربة40غ,10,Soups & Broths
حريرة تشيشة,10,Soups & Broths
حريرة خضر,10,Soups & Broths
حريرة فريك,10,Soups & Broths
حريرة فرينة,10,Soups & Broths
حريرة( بالمكونات),10,Soups & Broths
حريرة-سلاطة,10,Soups & Broths
حريرة/سلاطة,10,Soups & Broths
حساء,10,Soups & Broths
حساء ( شربة فريك),10,Soups & Broths
حساء ( شربة فريك أو حريرة أو خضر),10,Soups & Broths
حساء ( شربة فريك أو خضار أو حريرة),10,Soups & Broths
حساء ( شربة فريك أو خضر),10,Soups & Broths
حساء ( شربة فريك أو خضر أو حريرة),10,Soups & Broths
حساء ( شربة فريك او خضار),10,Soups & Broths
حساء ( شربة فريك او خضر),10,Soups & Broths
حساء ( شربة فريك او خضر او حريرة),10,Soups & Broths
حساء (شربة أو حريرة),10,Soups & Broths
حساء (شربة او حريرة),10,Soups & Broths
حساء (شربة فريك أو خضر أو حريرة),10,Soups & Broths
حساء (فريك),10,Soups & Broths
حساء / شربة,10,Soups & Broths
حساء / شوربة,10,Soups & Broths
حساء /شربة,10,Soups & Broths
حساء /شوربة,10,Soups & Broths
حساء أو ( سلطة متنوعة ( سلطة خضراء)),10,Soups & Broths
حساء أو شربة,10,Soups & Broths
حساء أو شوربة,10,Soups & Broths
حساء البزلاء,10,Soups & Broths
حساء البزلاء المكسرة,10,Soups & Broths
حساء الحريرة,10,Soups & Broths
حساء الخضار,10,Soups & Broths
حساء الخضر,10,Soups & Broths
حساء الخضر/ حريرة,10,Soups & Broths
حساء الخضروات,10,Soups & Broths
حساء الخظر,10,Soups & Broths
حساء الشوبة,10,Soups & Broths
حساء الشوربة,10,Soups & Broths
حساء الشوربة /عصيدة الباطاطا,10,Soups & Broths
حساء او شربة,10,Soups & Broths
حساء او شوربة,10,Soups & Broths
حساء بالبزلاء المكسرة,10,Soups & Broths
حساء بالخضار,10,Soups & Broths
حساء بالخضر,10,Soups & Broths
حساء حريرة,10,Soups & Broths
حساء خضار,10,Soups & Broths
حساء خضر,10,Soups & Broths
حساء خضراوات,10,Soups & Broths
حساء خضروات,10,Soups & Broths
حساء خضروات بالجبن,10,Soups & Broths
حساء شربة,10,Soups & Broths
حساء شربة فريك,10,Soups & Broths
حساء شربة/فريك,10,Soups & Broths
حساء شعيريات,10,Soups & Broths
حساء شوبة,10,Soups & Broths
حساء شوربة,10,Soups & Broths
حساء شوربة أو حريرة,10,Soups & Broths
حساء شوربة لسان الطير,10,Soups & Broths
حساء فريك,10,Soups & Broths
حساء لسان الطير,10,Soups & Broths
حساء(خضار),10,Soups & Broths
حساء(شربة فريك/خضر/حريرة),10,Soups & Broths
حساء(فريك),10,Soups & Broths
حساء/تشيشة,10,Soups & Broths
حساء/سلطة,10,Soups & Broths
حساء/شربة,10,Soups & Broths
حساء/شوربة,10,Soups & Broths
خضار بالمرق,10,Soups & Broths
خضر بالمرق,10,Soups & Broths
خضر بالمرق أو باذنجان بالمرق,10,Soups & Broths
خضر محشي بالمرق,10,Soups & Broths
راكو مرقة,10,Soups & Broths
رشتة بالمرق,10,Soups & Broths
زيتون بدون نواة مرقة,10,Soups & Broths
زيتون مرق,10,Soups & Broths
سلاطة متنوعة / شربة,10,Soups & Broths
سلاطة متنوعة/ شربة,10,Soups & Broths
سلاطة متنوعة/ حساء الخظر,10,Soups & Broths
سلاطة متنوعة/حساء الخظر,10,Soups & Broths
سلاطة متنوعة/شربة,10,Soups & Broths
سلاطة/حريرة,10,Soups & Broths
سلطة او حساء,10,Soups & Broths
سلطة متنوعة ( جزر.طماطم.بسباس.خيار.زيتون)او حساء/شربة,10,Soups & Broths
سلطة متنوعة (جزر.طماطم.بسباس.بيطراف.زيتون) او حساء او شربة,10,Soups & Broths
سلطة متنوعة (جزر.طماطم.بسباس.خيار.زيتون) او حساء او شربة,10,Soups & Broths
